,Player,Faction,Faction Detachment,Primary,Secondary,Unique Faction List,Chapter,ChapterDetachment,Unique Chapter List,Specialist Name,Pure List?,Wins,Losses,Draws,Games,Avg VP,Avg Oppon VP,Win Percentage,Pure Win Percentage,Games by Primary,Games by Secondary,Games Mono,Primary Wins,Primary Loss,Primary Draw,Win % By Faction,VP by Faction,Opp VP by Faction,Win % By Primary,Win % by Chapter,VP by Primary,Top List,ITC 100,Tournament,Missions,Ruleset,Date
4272,Lukas Tolg,Astra Militarum,1,,1.0,,Cadian,1,,Emperor's Wrath,,2,3,0,5,19.2,28.8,0.4,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4273,Lukas Tolg,Blood Angels,1,,1.0,1.0,Blood Angels,1,1.0,,,2,3,0,5,19.2,28.8,0.4,,,5.0,,,,,0.4,19.2,28.8,,0.4,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4274,Marco Franza,Deathwatch,1,1.0,,1.0,Deathwatch,1,1.0,,,3,1,1,5,18.8,17.8,0.7,,5.0,,,3.0,1.0,1.0,0.7,18.8,17.8,0.7,0.7,18.8,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4275,Marco Franza,Blood Angels,1,,1.0,1.0,Blood Angels,1,1.0,,,3,1,1,5,18.8,17.8,0.7,,,5.0,,,,,0.7,18.8,17.8,,0.7,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4276,Marian Ritter,Thousand Sons,1,1.0,,1.0,Cult of Magic,1,1.0,,,0,1,0,1,0.0,36.0,0.0,,1.0,,,0.0,1.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4277,Marian Ritter,Thousand Sons,1,,1.0,,Cult of Magic,1,,,,0,1,0,1,0.0,36.0,0.0,,,1.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4278,Marian Ritter,Chaos Daemons,1,,1.0,1.0,Chaos Undivided,1,1.0,,,0,1,0,1,0.0,36.0,0.0,,,1.0,,,,,0.0,0.0,36.0,,0.0,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4279,Mario Holtge,Raven Guard,1,1.0,,1.0,Raven Guard,1,1.0,,,5,0,0,5,30.6,13.6,1.0,,5.0,,,5.0,0.0,0.0,1.0,30.6,13.6,1.0,1.0,30.6,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4280,Mario Holtge,Raven Guard,1,,1.0,,Raven Guard,1,,,,5,0,0,5,30.6,13.6,1.0,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4281,Mario Holtge,Imperial Fists,1,,1.0,1.0,Imperial Fists,1,1.0,,,5,0,0,5,30.6,13.6,1.0,,,5.0,,,,,1.0,30.6,13.6,,1.0,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4282,Martin Rudorf,Chaos Space Marines,1,1.0,,1.0,Iron Warriors,1,1.0,,,2,3,0,5,24.2,27.4,0.4,,5.0,,,2.0,3.0,0.0,0.4,24.2,27.4,0.4,0.4,24.2,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4283,Martin Rudorf,Chaos Space Marines,1,,1.0,,Red Corsairs,1,1.0,,,2,3,0,5,24.2,27.4,0.4,,,5.0,,,,,,,,,0.4,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4284,Martin Rudorf,Chaos Space Marines,1,,1.0,,Alpha Legion,1,1.0,Soulforged Pack,,2,3,0,5,24.2,27.4,0.4,,,5.0,,,,,,,,,0.4,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4285,mathieu Deschamp,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,Indomitus Crusaders,Mono,3,2,0,5,25.4,22.8,0.6,0.6,5.0,,,3.0,2.0,0.0,0.6,25.4,22.8,0.6,0.6,25.4,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4286,mathieu Deschamp,Iron Hands,1,,1.0,,Iron Hands,1,,,,3,2,0,5,25.4,22.8,0.6,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4287,mathieu Deschamp,Iron Hands,1,,1.0,,Iron Hands,1,,,,3,2,0,5,25.4,22.8,0.6,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4288,Matthias Ehrhardt,Grey Knights,1,1.0,,1.0,Grey Knights,1,1.0,,Mono,4,1,0,5,26.0,17.6,0.8,0.8,5.0,,,4.0,1.0,0.0,0.8,26.0,17.6,0.8,0.8,26.0,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4289,Matthias Ehrhardt,Grey Knights,1,,1.0,,Grey Knights,1,,,,4,1,0,5,26.0,17.6,0.8,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4290,Maurizio Leccese,Imperial Fists,1,1.0,,1.0,Imperial Fists,1,1.0,,,3,2,0,5,24.8,23.0,0.6,,5.0,,,3.0,2.0,0.0,0.6,24.8,23.0,0.6,0.6,24.8,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4291,Maurizio Leccese,Imperial Fists,1,,1.0,,Imperial Fists,1,,,,3,2,0,5,24.8,23.0,0.6,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4292,Maurizio Leccese,Blood Angels,1,,1.0,1.0,Blood Angels,1,1.0,,,3,2,0,5,24.8,23.0,0.6,,,5.0,,,,,0.6,24.8,23.0,,0.6,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4293,Maxim Predtechenskiy,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,3,2,0,5,25.4,21.6,0.6,0.6,5.0,,,3.0,2.0,0.0,0.6,25.4,21.6,0.6,0.6,25.4,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4294,Maxim Predtechenskiy,Iron Hands,1,,1.0,,Iron Hands,1,,,,3,2,0,5,25.4,21.6,0.6,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4295,Metod Sevcik,Dark Angels,1,1.0,,1.0,Dark Angels,1,1.0,,Mono,0,5,0,5,12.0,28.6,0.0,0.0,5.0,,,0.0,5.0,0.0,0.0,12.0,28.6,0.0,0.0,12.0,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4296,Metod Sevcik,Dark Angels,1,,1.0,,Dark Angels,1,,,,0,5,0,5,12.0,28.6,0.0,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4297,Michael Gemmeke,Tyranids,1,1.0,,1.0,Kraken,1,1.0,,Mono,3,2,0,5,29.0,17.6,0.6,0.6,5.0,,,3.0,2.0,0.0,0.6,29.0,17.6,0.6,0.6,29.0,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4298,Michael Gemmeke,Tyranids,1,,1.0,,Kronos,1,1.0,,,3,2,0,5,29.0,17.6,0.6,,,5.0,,,,,,,,,0.6,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4299,Michal Kostecka,Renegade Knights,1,1.0,,1.0,Renegade Knights,1,1.0,,,5,0,0,5,31.2,14.2,1.0,,5.0,,,5.0,0.0,0.0,1.0,31.2,14.2,1.0,1.0,31.2,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4300,Michal Kostecka,Renegade Knights,1,,1.0,,Renegade Knights,1,,,,5,0,0,5,31.2,14.2,1.0,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4301,Michal Kostecka,Thousand Sons,1,,1.0,1.0,Cult of Magic,1,1.0,,,5,0,0,5,31.2,14.2,1.0,,,5.0,,,,,1.0,31.2,14.2,,1.0,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4302,Michal Panik,Harlequins,1,1.0,,1.0,Soaring Spite,1,1.0,,,3,2,0,5,23.8,22.6,0.6,,5.0,,,3.0,2.0,0.0,0.6,23.8,22.6,0.6,0.6,23.8,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4303,Michal Panik,Drukhari,1,,1.0,1.0,Custom Cult,1,1.0,,,3,2,0,5,23.8,22.6,0.6,,,5.0,,,,,0.6,23.8,22.6,,0.6,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4304,Michele Merlano,Dark Angels,1,1.0,,1.0,Dark Angels,1,1.0,,Mono,4,1,0,5,24.8,19.2,0.8,0.8,5.0,,,4.0,1.0,0.0,0.8,24.8,19.2,0.8,0.8,24.8,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4305,Michele Merlano,Dark Angels,1,,1.0,,Dark Angels,1,,,,4,1,0,5,24.8,19.2,0.8,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4306,Nagy Levente,Tyranids,1,1.0,,1.0,Behemoth,1,1.0,,Mono,2,3,0,5,22.0,27.8,0.4,0.4,5.0,,,2.0,3.0,0.0,0.4,22.0,27.8,0.4,0.4,22.0,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4307,Nagy Levente,Tyranids,1,,1.0,,Behemoth,1,,,,2,3,0,5,22.0,27.8,0.4,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4308,Nagy Levente,Tyranids,1,,1.0,,Kronos,1,1.0,,,2,3,0,5,22.0,27.8,0.4,,,5.0,,,,,,,,,0.4,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4309,Niclas Gustafsson,Ultramarines,1,1.0,,1.0,Ultramarines,1,1.0,,Mono,2,3,0,5,19.8,27.2,0.4,0.4,5.0,,,2.0,3.0,0.0,0.4,19.8,27.2,0.4,0.4,19.8,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4310,Niclas Gustafsson,Ultramarines,1,,1.0,,Ultramarines,1,,,,2,3,0,5,19.8,27.2,0.4,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4311,Nith Thiruudaian,Renegade Knights,1,1.0,,1.0,Renegade Knights,1,1.0,,,1,2,0,3,19.666666666666668,22.666666666666668,0.3333333333333333,,3.0,,,1.0,2.0,0.0,0.3333333333333333,19.666666666666668,22.666666666666668,0.3333333333333333,0.3333333333333333,19.666666666666668,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4312,Nith Thiruudaian,Death Guard,1,,1.0,1.0,Death Guard,1,1.0,,,1,2,0,3,19.666666666666668,22.666666666666668,0.3333333333333333,,,3.0,,,,,0.3333333333333333,19.666666666666668,22.666666666666668,,0.3333333333333333,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4313,Nith Thiruudaian,Thousand Sons,1,,1.0,1.0,Thousand Sons,1,1.0,,,1,2,0,3,19.666666666666668,22.666666666666668,0.3333333333333333,,,3.0,,,,,0.3333333333333333,19.666666666666668,22.666666666666668,,0.3333333333333333,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4314,Oliver Gunther,Astra Militarum,1,1.0,,1.0,Catachan,1,1.0,Emperor's Wrath,Mono,1,4,0,5,22.4,30.0,0.2,0.2,5.0,,,1.0,4.0,0.0,0.2,22.4,30.0,0.2,0.2,22.4,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4315,Oliver Gunther,Astra Militarum,1,,1.0,,Catachan,1,,Emperor's Fist,,1,4,0,5,22.4,30.0,0.2,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4316,Oliver Gunther,Astra Militarum,1,,1.0,,Tallarn,1,1.0,,,1,4,0,5,22.4,30.0,0.2,,,5.0,,,,,,,,,0.2,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4317,Patrik Sanfilippo,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,Indomitus Crusaders,Mono,5,0,0,5,34.8,15.6,1.0,1.0,5.0,,,5.0,0.0,0.0,1.0,34.8,15.6,1.0,1.0,34.8,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4318,Patrik Sanfilippo,Iron Hands,1,,1.0,,Iron Hands,1,,,,5,0,0,5,34.8,15.6,1.0,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4319,Patrik Sanfilippo,Iron Hands,1,,1.0,,Iron Hands,1,,,,5,0,0,5,34.8,15.6,1.0,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4320,Paul Hanna,Imperial Knights,1,1.0,,1.0,House Raven,1,1.0,,,0,4,0,4,11.75,28.75,0.0,,4.0,,,0.0,4.0,0.0,0.0,11.75,28.75,0.0,0.0,11.75,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4321,Paul Hanna,Ultramarines,1,,1.0,1.0,Ultramarines,1,1.0,,,0,4,0,4,11.75,28.75,0.0,,,4.0,,,,,0.0,11.75,28.75,,0.0,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4322,Paul Hanna,Cult Mechanicus,1,,1.0,1.0,Graia,1,1.0,,,0,4,0,4,11.75,28.75,0.0,,,4.0,,,,,0.0,11.75,28.75,,0.0,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4323,Paul Hubner,Necrons,1,1.0,,1.0,Sautekh Dynasty,1,1.0,,Mono,2,3,0,5,25.2,28.0,0.4,0.4,5.0,,,2.0,3.0,0.0,0.4,25.2,28.0,0.4,0.4,25.2,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4324,Paul Hubner,Necrons,1,,1.0,,Sautekh Dynasty,1,,,,2,3,0,5,25.2,28.0,0.4,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4325,Paul Hubner,Necrons,1,,1.0,,Mephrit Dynasty,1,1.0,,,2,3,0,5,25.2,28.0,0.4,,,5.0,,,,,,,,,0.4,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4326,Paweł Hrobak,Blood Angels,1,1.0,,1.0,Blood Angels,1,1.0,,Mono,1,3,0,4,16.0,26.75,0.25,0.25,4.0,,,1.0,3.0,0.0,0.25,16.0,26.75,0.25,0.25,16.0,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4327,Paweł Hrobak,Blood Angels,1,,1.0,,Blood Angels,1,,,,1,3,0,4,16.0,26.75,0.25,,,4.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4328,Paweł Hrobak,Blood Angels,1,,1.0,,Blood Angels,1,,,,1,3,0,4,16.0,26.75,0.25,,,4.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4329,Philipp Plattner,Drukhari,1,1.0,,1.0,Kabal of the Flayed Skull,1,1.0,,Mono,1,4,0,5,22.0,26.4,0.2,0.2,5.0,,,1.0,4.0,0.0,0.2,22.0,26.4,0.2,0.2,22.0,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4330,Philipp Plattner,Drukhari,1,,1.0,,Kabal of the Black Heart,1,1.0,,,1,4,0,5,22.0,26.4,0.2,,,5.0,,,,,,,,,0.2,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4331,Philipp Wolf,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,4,1,0,5,29.6,17.0,0.8,0.8,5.0,,,4.0,1.0,0.0,0.8,29.6,17.0,0.8,0.8,29.6,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4332,Philipp Wolf,Iron Hands,1,,1.0,,Iron Hands,1,,,,4,1,0,5,29.6,17.0,0.8,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4333,Richard Remus,Cult Mechanicus,1,1.0,,1.0,Mixed,1,1.0,Servitor Maniple,,1,4,0,5,18.6,23.2,0.2,,5.0,,,1.0,4.0,0.0,0.2,18.6,23.2,0.2,0.2,18.6,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4334,Richard Remus,Cult Mechanicus,1,,1.0,,Stygies,1,1.0,,,1,4,0,5,18.6,23.2,0.2,,,5.0,,,,,,,,,0.2,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4335,Richard Remus,Blood Angels,1,,1.0,1.0,Blood Angels,1,1.0,,,1,4,0,5,18.6,23.2,0.2,,,5.0,,,,,0.2,18.6,23.2,,0.2,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4336,Robert Schmidt,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,3,2,0,5,24.0,21.2,0.6,0.6,5.0,,,3.0,2.0,0.0,0.6,24.0,21.2,0.6,0.6,24.0,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4337,Robert Schmidt,Iron Hands,1,,1.0,,Iron Hands,1,,,,3,2,0,5,24.0,21.2,0.6,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4338,Roberto Mule,Tyranids,1,1.0,,1.0,Kronos,1,1.0,,Mono,3,2,0,5,27.4,20.0,0.6,0.6,5.0,,,3.0,2.0,0.0,0.6,27.4,20.0,0.6,0.6,27.4,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4339,Roberto Mule,Tyranids,1,,1.0,,Kraken,1,1.0,,,3,2,0,5,27.4,20.0,0.6,,,5.0,,,,,,,,,0.6,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4340,Sandor Schwerin,Deathwatch,1,1.0,,1.0,Deathwatch,1,1.0,,,2,2,1,5,20.6,20.8,0.5,,5.0,,,2.0,2.0,1.0,0.5,20.6,20.8,0.5,0.5,20.6,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4341,Sandor Schwerin,Officio Assassinorum,1,,1.0,1.0,Officio Assassinorum,1,1.0,,,2,2,1,5,20.6,20.8,0.5,,,5.0,,,,,0.5,20.6,20.8,,0.5,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4342,Sebastian Gehart,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,Indomitus Crusaders,Mono,5,0,0,5,30.2,15.2,1.0,1.0,5.0,,,5.0,0.0,0.0,1.0,30.2,15.2,1.0,1.0,30.2,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4343,Sebastian Gehart,Iron Hands,1,,1.0,,Iron Hands,1,,,,5,0,0,5,30.2,15.2,1.0,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4344,Sebastian Gehart,Iron Hands,1,,1.0,,Iron Hands,1,,,,5,0,0,5,30.2,15.2,1.0,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4345,Sebastian Jonsson,Tyranids,1,1.0,,1.0,Kraken,1,1.0,,Mono,1,4,0,5,16.8,29.8,0.2,0.2,5.0,,,1.0,4.0,0.0,0.2,16.8,29.8,0.2,0.2,16.8,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4346,Sebastian Jonsson,Tyranids,1,,1.0,,Kraken,1,,,,1,4,0,5,16.8,29.8,0.2,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4347,Sebastian Jonsson,Tyranids,1,,1.0,,Kraken,1,,,,1,4,0,5,16.8,29.8,0.2,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4348,Stefan Linge,Thousand Sons,1,1.0,,1.0,Cult of Duplicity,1,1.0,,Mono,3,2,0,5,17.8,19.6,0.6,0.6,5.0,,,3.0,2.0,0.0,0.6,17.8,19.6,0.6,0.6,17.8,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4349,Stefan Linge,Thousand Sons,1,,1.0,,Cult of Scheming,1,1.0,,,3,2,0,5,17.8,19.6,0.6,,,5.0,,,,,,,,,0.6,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4350,Stefan Linge,Thousand Sons,1,,1.0,,Cult of Magic,1,1.0,,,3,2,0,5,17.8,19.6,0.6,,,5.0,,,,,,,,,0.6,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4351,Steffen Kurth,Space Wolves,1,1.0,,1.0,Space Wolves,1,1.0,,Mono,0,3,0,3,16.666666666666668,30.666666666666668,0.0,0.0,3.0,,,0.0,3.0,0.0,0.0,16.666666666666668,30.666666666666668,0.0,0.0,16.666666666666668,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4352,Steffen Kurth,Space Wolves,1,,1.0,,Space Wolves,1,,,,0,3,0,3,16.666666666666668,30.666666666666668,0.0,,,3.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4353,Steffen Kurth,Space Wolves,1,,1.0,,Space Wolves,1,,,,0,3,0,3,16.666666666666668,30.666666666666668,0.0,,,3.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4354,Stephane Stassen,Imperial Fists,1,1.0,,1.0,Imperial Fists,1,1.0,,Mono,4,1,0,5,28.0,18.0,0.8,0.8,5.0,,,4.0,1.0,0.0,0.8,28.0,18.0,0.8,0.8,28.0,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4355,Stephane Stassen,Imperial Fists,1,,1.0,,Imperial Fists,1,,,,4,1,0,5,28.0,18.0,0.8,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4356,Stuart Craven,Chaos Space Marines,1,1.0,,1.0,Iron Warriors,1,1.0,,,1,3,1,5,18.8,36.2,0.3,,5.0,,,1.0,3.0,1.0,0.3,18.8,36.2,0.3,0.3,18.8,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4357,Stuart Craven,Renegade Knights,1,,1.0,1.0,Renegade Knights,1,1.0,,,1,3,1,5,18.8,36.2,0.3,,,5.0,,,,,0.3,18.8,36.2,,0.3,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4358,Stuart Craven,Renegade Knights,1,,1.0,,Renegade Knights,1,,,,1,3,1,5,18.8,36.2,0.3,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4359,Thomas Hagl,Chaos Space Marines,1,1.0,,1.0,Alpha Legion,1,1.0,devastation battery,Mono,2,2,1,5,21.4,21.0,0.5,0.5,5.0,,,2.0,2.0,1.0,0.5,21.4,21.0,0.5,0.5,21.4,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4360,Thomas Hagl,Chaos Space Marines,1,,1.0,,Night Lords,1,1.0,Host Raptorial,,2,2,1,5,21.4,21.0,0.5,,,5.0,,,,,,,,,0.5,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4361,Thomas Kleinert,Imperial Fists,1,1.0,,1.0,Imperial Fists,1,1.0,,Mono,2,2,0,4,18.25,24.5,0.5,0.5,4.0,,,2.0,2.0,0.0,0.5,18.25,24.5,0.5,0.5,18.25,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4362,Thomas Kleinert,Imperial Fists,1,,1.0,,Imperial Fists,1,,,,2,2,0,4,18.25,24.5,0.5,,,4.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4363,Thorsten Martin,Cult Mechanicus,1,1.0,,1.0,Stygies,1,1.0,,Mono,3,2,0,5,27.6,23.4,0.6,0.6,5.0,,,3.0,2.0,0.0,0.6,27.6,23.4,0.6,0.6,27.6,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4364,Thorsten Martin,Cult Mechanicus,1,,1.0,,Stygies,1,,,,3,2,0,5,27.6,23.4,0.6,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4365,Thorsten Martin,Cult Mechanicus,1,,1.0,,Mixed,1,1.0,,,3,2,0,5,27.6,23.4,0.6,,,5.0,,,,,,,,,0.6,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4366,Timo Fuhrmann,Necrons,1,1.0,,1.0,Nihilakh Dynasty,1,1.0,,Mono,2,3,0,5,25.0,23.2,0.4,0.4,5.0,,,2.0,3.0,0.0,0.4,25.0,23.2,0.4,0.4,25.0,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4367,Timo Fuhrmann,Necrons,1,,1.0,,Mephrit Dynasty,1,1.0,,,2,3,0,5,25.0,23.2,0.4,,,5.0,,,,,,,,,0.4,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4368,Tobias Klockner,Chaos Space Marines,1,1.0,,1.0,Iron Warriors,1,1.0,,,2,3,0,5,21.6,24.6,0.4,,5.0,,,2.0,3.0,0.0,0.4,21.6,24.6,0.4,0.4,21.6,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4369,Tobias Klockner,Death Guard,1,,1.0,1.0,Death Guard,1,1.0,,,2,3,0,5,21.6,24.6,0.4,,,5.0,,,,,0.4,21.6,24.6,,0.4,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4370,Tobias Klockner,Renegade Knights,1,,1.0,1.0,Renegade Knights,1,1.0,,,2,3,0,5,21.6,24.6,0.4,,,5.0,,,,,0.4,21.6,24.6,,0.4,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4371,Vladyslav Pavlov,Asuryani,1,1.0,,1.0,Custom Craftworld,1,1.0,,Mono,3,1,1,5,25.0,18.8,0.7,0.7,5.0,,,3.0,1.0,1.0,0.7,25.0,18.8,0.7,0.7,25.0,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4372,Vladyslav Pavlov,Asuryani,1,,1.0,,Custom Craftworld,1,,,,3,1,1,5,25.0,18.8,0.7,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4373,Vladyslav Pavlov,Asuryani,1,,1.0,,Custom Craftworld,1,,,,3,1,1,5,25.0,18.8,0.7,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4374,Vlasta Kral,Blood Angels,1,1.0,,1.0,Blood Angels,1,1.0,,,3,1,1,5,21.4,17.4,0.7,,5.0,,,3.0,1.0,1.0,0.7,21.4,17.4,0.7,0.7,21.4,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4375,Vlasta Kral,Blood Angels,1,,1.0,,Blood Angels,1,,,,3,1,1,5,21.4,17.4,0.7,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4376,Vlasta Kral,Cult Mechanicus,1,,1.0,1.0,Stygies,1,1.0,,,3,1,1,5,21.4,17.4,0.7,,,5.0,,,,,0.7,21.4,17.4,,0.7,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4377,Zachary Becker,Astra Militarum,1,1.0,,1.0,Catachan,1,1.0,Emperor's Fist,,1,2,0,3,16.333333333333332,23.333333333333332,0.3333333333333333,,3.0,,,1.0,2.0,0.0,0.3333333333333333,16.333333333333332,23.333333333333332,0.3333333333333333,0.3333333333333333,16.333333333333332,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4378,Zachary Becker,Astra Militarum,1,,1.0,,Militarum Tempestus,1,1.0,,,1,2,0,3,16.333333333333332,23.333333333333332,0.3333333333333333,,,3.0,,,,,,,,,0.3333333333333333,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4379,Zachary Becker,Officio Assassinorum,1,,1.0,1.0,Officio Assassinorum,1,1.0,,,1,2,0,3,16.333333333333332,23.333333333333332,0.3333333333333333,,,3.0,,,,,0.3333333333333333,16.333333333333332,23.333333333333332,,0.3333333333333333,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4380,Zoltan Sipos,Raven Guard,1,1.0,,1.0,Raven Guard,1,1.0,,Mono,3,2,0,5,27.2,24.2,0.6,0.6,5.0,,,3.0,2.0,0.0,0.6,27.2,24.2,0.6,0.6,27.2,No,,Prague Open,ITC,Fall FAQ,2020-02-22
4381,Zoltan Sipos,Raven Guard,1,,1.0,,Raven Guard,1,,,,3,2,0,5,27.2,24.2,0.6,,,5.0,,,,,,,,,,,No,,Prague Open,ITC,Fall FAQ,2020-02-22
