,Player,Faction,Faction Detachment,Primary,Secondary,Unique Faction List,Chapter,ChapterDetachment,Unique Chapter List,Specialist Name,Pure List?,Wins,Losses,Draws,Games,Avg VP,Avg Oppon VP,Win Percentage,Pure Win Percentage,Games by Primary,Games by Secondary,Games Mono,Primary Wins,Primary Loss,Primary Draw,Win % By Faction,VP by Faction,Opp VP by Faction,Win % By Primary,Win % by Chapter,VP by Primary,Top List,ITC 100,Tournament,Missions,Ruleset,Date
0,aaron albert,Necrons,1,1.0,,1.0,Sautekh Dynasty,1,1.0,,Mono,1,1,0,2,25.5,25.5,0.5,0.5,2.0,,2.0,1.0,1.0,0.0,0.5,25.5,25.5,0.5,0.5,25.5,No,,LVO,ITC,Fall FAQ,2020-01-24
1,aaron albert,Necrons,1,,1.0,,Sautekh Dynasty,1,,,,1,1,0,2,25.5,25.5,0.5,,,2.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
2,aaron aleong,Raven Guard,1,1.0,,1.0,Raven Guard,1,1.0,,,3,2,0,5,26.2,20.4,0.6,,5.0,,,3.0,2.0,0.0,0.6,26.2,20.4,0.6,0.6,26.2,No,,LVO,ITC,Fall FAQ,2020-01-24
3,aaron aleong,White Scars,1,,1.0,,White Scars,1,1.0,,,3,2,0,5,26.2,20.4,0.6,,,5.0,,,,,,,,,0.6,,No,,LVO,ITC,Fall FAQ,2020-01-24
4,aaron aleong,Blood Angels,1,,1.0,1.0,Blood Angels,1,1.0,,,3,2,0,5,26.2,20.4,0.6,,,5.0,,,,,0.6,26.2,20.4,,0.6,,No,,LVO,ITC,Fall FAQ,2020-01-24
5,aaron bratt,Chaos Daemons,1,1.0,,1.0,Chaos Undivided,1,1.0,,,1,5,0,6,17.5,31.5,0.16666666666666666,,6.0,,,1.0,5.0,0.0,0.16666666666666666,17.5,31.5,0.16666666666666666,0.16666666666666666,17.5,No,,LVO,ITC,Fall FAQ,2020-01-24
6,aaron bratt,Chaos Daemons,1,,1.0,,Chaos Undivided,1,,,,1,5,0,6,17.5,31.5,0.16666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
7,aaron bratt,Thousand Sons,1,,1.0,1.0,Thousand Sons,1,1.0,,,1,5,0,6,17.5,31.5,0.16666666666666666,,,6.0,,,,,0.16666666666666666,17.5,31.5,,0.16666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
8,Aaron Chapman,Imperial Fists,1,1.0,,1.0,Imperial Fists,1,1.0,Indomitus Crusaders,,4,2,0,6,29.5,21.666666666666668,0.6666666666666666,0.6666666666666666,6.0,,6.0,4.0,2.0,0.0,0.6666666666666666,29.5,21.666666666666668,0.6666666666666666,0.6666666666666666,29.5,No,,LVO,ITC,Fall FAQ,2020-01-24
9,Aaron Chapman,Raven Guard,1,,1.0,,Raven Guard,1,1.0,,,4,2,0,6,29.5,21.666666666666668,0.6666666666666666,,,6.0,,,,,,,,,0.6666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
10,aaron fyffe,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,4,2,0,6,27.666666666666668,20.333333333333332,0.6666666666666666,0.6666666666666666,6.0,,6.0,4.0,2.0,0.0,0.6666666666666666,27.666666666666668,20.333333333333332,0.6666666666666666,0.6666666666666666,27.666666666666668,No,,LVO,ITC,Fall FAQ,2020-01-24
11,aaron fyffe,Iron Hands,1,,1.0,,Iron Hands,1,,,,4,2,0,6,27.666666666666668,20.333333333333332,0.6666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
12,aaron harbert,Chaos Space Marines,1,1.0,,1.0,Iron Warriors,1,1.0,,Mono,2,3,1,6,21.166666666666668,24.333333333333332,0.4166666666666667,0.4166666666666667,6.0,,6.0,2.0,3.0,1.0,0.4166666666666667,21.166666666666668,24.333333333333332,0.4166666666666667,0.4166666666666667,21.166666666666668,No,,LVO,ITC,Fall FAQ,2020-01-24
13,aaron harbert,Chaos Space Marines,1,,1.0,,Iron Warriors,1,,,,2,3,1,6,21.166666666666668,24.333333333333332,0.4166666666666667,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
14,aaron harbert,Chaos Space Marines,1,,1.0,,Night Lords,1,1.0,,,2,3,1,6,21.166666666666668,24.333333333333332,0.4166666666666667,,,6.0,,,,,,,,,0.4166666666666667,,No,,LVO,ITC,Fall FAQ,2020-01-24
15,Aaron Knafla,Grey Knights,1,1.0,,1.0,Grey Knights,1,1.0,,Mono,3,3,0,6,21.0,29.0,0.5,0.5,6.0,,6.0,3.0,3.0,0.0,0.5,21.0,29.0,0.5,0.5,21.0,No,,LVO,ITC,Fall FAQ,2020-01-24
16,Aaron Knafla,Grey Knights,1,,1.0,,Grey Knights,1,,,,3,3,0,6,21.0,29.0,0.5,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
17,aaron scherer,Asuryani,1,1.0,,1.0,Alaitoc,1,1.0,windrider host,,2,4,0,6,22.333333333333332,27.333333333333332,0.3333333333333333,,6.0,,,2.0,4.0,0.0,0.3333333333333333,22.333333333333332,27.333333333333332,0.3333333333333333,0.3333333333333333,22.333333333333332,No,,LVO,ITC,Fall FAQ,2020-01-24
18,aaron scherer,Drukhari,1,,1.0,1.0,Custom Cult,1,1.0,,,2,4,0,6,22.333333333333332,27.333333333333332,0.3333333333333333,,,6.0,,,,,0.3333333333333333,22.333333333333332,27.333333333333332,,0.3333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
19,aaron scherer,Asuryani,1,,1.0,,Custom Craftworld,1,1.0,,,2,4,0,6,22.333333333333332,27.333333333333332,0.3333333333333333,,,6.0,,,,,,,,,0.3333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
20,aaron tauer,Space Wolves,1,1.0,,1.0,Space Wolves,1,1.0,,Mono,0,5,0,5,14.6,30.8,0.0,0.0,5.0,,5.0,0.0,5.0,0.0,0.0,14.6,30.8,0.0,0.0,14.6,No,,LVO,ITC,Fall FAQ,2020-01-24
21,aaron tauer,Space Wolves,1,,1.0,,Space Wolves,1,,,,0,5,0,5,14.6,30.8,0.0,,,5.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
22,aaron tauer,Space Wolves,1,,1.0,,Space Wolves,1,,,,0,5,0,5,14.6,30.8,0.0,,,5.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
23,aaron towler,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,3,1,0,4,32.75,20.5,0.75,0.75,4.0,,4.0,3.0,1.0,0.0,0.75,32.75,20.5,0.75,0.75,32.75,No,,LVO,ITC,Fall FAQ,2020-01-24
24,aaron tremback,Chaos Space Marines,1,1.0,,1.0,Iron Warriors,1,1.0,,,3,3,0,6,26.333333333333332,26.5,0.5,,6.0,,,3.0,3.0,0.0,0.5,26.333333333333332,26.5,0.5,0.5,26.333333333333332,No,,LVO,ITC,Fall FAQ,2020-01-24
25,aaron tremback,Chaos Space Marines,1,,1.0,,Iron Warriors,1,,,,3,3,0,6,26.333333333333332,26.5,0.5,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
26,aaron tremback,Thousand Sons,1,,1.0,1.0,Thousand Sons,1,1.0,,,3,3,0,6,26.333333333333332,26.5,0.5,,,6.0,,,,,0.5,26.333333333333332,26.5,,0.5,,No,,LVO,ITC,Fall FAQ,2020-01-24
27,aaron weisman,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,3,3,0,6,24.166666666666668,22.0,0.5,0.5,6.0,,6.0,3.0,3.0,0.0,0.5,24.166666666666668,22.0,0.5,0.5,24.166666666666668,No,,LVO,ITC,Fall FAQ,2020-01-24
28,aaron weisman,Iron Hands,1,,1.0,,Iron Hands,1,,,,3,3,0,6,24.166666666666668,22.0,0.5,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
29,aaron weisman,Iron Hands,1,,1.0,,Iron Hands,1,,,,3,3,0,6,24.166666666666668,22.0,0.5,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
30,adam abramowicz,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,4,2,0,6,26.67,19.33,0.6666666666666666,0.6666666666666666,6.0,,6.0,4.0,2.0,0.0,0.6666666666666666,26.67,19.33,0.6666666666666666,0.6666666666666666,26.67,No,,LVO,ITC,Fall FAQ,2020-01-24
31,adam abramowicz,Iron Hands,1,,1.0,,Iron Hands,1,,,,4,2,0,6,26.67,19.33,0.6666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
32,adam abramowicz,Iron Hands,1,,1.0,,Iron Hands,1,,,,4,2,0,6,26.67,19.33,0.6666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
33,adam baker,Renegade Knights,1,1.0,,1.0,Renegade Knights,1,1.0,,Mono,4,2,0,6,28.0,20.0,0.6666666666666666,0.6666666666666666,6.0,,6.0,4.0,2.0,0.0,0.6666666666666666,28.0,20.0,0.6666666666666666,0.6666666666666666,28.0,No,,LVO,ITC,Fall FAQ,2020-01-24
34,adam baker,Renegade Knights,1,,1.0,,Renegade Knights,1,,,,4,2,0,6,28.0,20.0,0.6666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
35,adam binar,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,5,1,0,6,28.33,19.33,0.8333333333333334,0.8333333333333334,6.0,,6.0,5.0,1.0,0.0,0.8333333333333334,28.33,19.33,0.8333333333333334,0.8333333333333334,28.33,Yes,,LVO,ITC,Fall FAQ,2020-01-24
36,adam binar,Iron Hands,1,,1.0,,Iron Hands,1,,,,5,1,0,6,28.33,19.33,0.8333333333333334,,,6.0,,,,,,,,,,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
37,adam green,Asuryani,1,1.0,,1.0,Custom Craftworld,1,1.0,windrider host,Mono,2,3,1,6,27.0,25.833333333333332,0.4166666666666667,0.4166666666666667,6.0,,6.0,2.0,3.0,1.0,0.4166666666666667,27.0,25.833333333333332,0.4166666666666667,0.4166666666666667,27.0,No,,LVO,ITC,Fall FAQ,2020-01-24
38,adam green,Asuryani,1,,1.0,,Custom Craftworld,1,1.0,,,2,3,1,6,27.0,25.833333333333332,0.4166666666666667,,,6.0,,,,,,,,,0.4166666666666667,,No,,LVO,ITC,Fall FAQ,2020-01-24
39,adam long,Astra Militarum,1,1.0,,1.0,Cadian,1,1.0,Emperor's Wrath,,2,4,0,6,21.33,27.33,0.3333333333333333,,6.0,,,2.0,4.0,0.0,0.3333333333333333,21.33,27.33,0.3333333333333333,0.3333333333333333,21.33,No,,LVO,ITC,Fall FAQ,2020-01-24
40,adam long,Imperial Knights,1,,1.0,1.0,House Terryn,1,1.0,,,2,4,0,6,21.33,27.33,0.3333333333333333,,,6.0,,,,,0.3333333333333333,21.33,27.33,,0.3333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
41,adam machamer,Raven Guard,1,1.0,,1.0,Raven Guard,1,1.0,,Mono,1,5,0,6,20.333333333333332,26.166666666666668,0.16666666666666666,0.16666666666666666,6.0,,6.0,1.0,5.0,0.0,0.16666666666666666,20.333333333333332,26.166666666666668,0.16666666666666666,0.16666666666666666,20.333333333333332,No,,LVO,ITC,Fall FAQ,2020-01-24
42,adam machamer,Raven Guard,1,,1.0,,Raven Guard,1,,,,1,5,0,6,20.333333333333332,26.166666666666668,0.16666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
43,adam machamer,Raven Guard,1,,1.0,,Raven Guard,1,,,,1,5,0,6,20.333333333333332,26.166666666666668,0.16666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
44,adam poirier,Imperial Knights,1,1.0,,1.0,House Hawkshroud,1,1.0,,,3,3,0,6,21.33,24.33,0.5,,6.0,,,3.0,3.0,0.0,0.5,21.33,24.33,0.5,0.5,21.33,No,,LVO,ITC,Fall FAQ,2020-01-24
45,adam poirier,Blood Angels,1,,1.0,1.0,Blood Angels,1,1.0,,,3,3,0,6,21.33,24.33,0.5,,,6.0,,,,,0.5,21.33,24.33,,0.5,,No,,LVO,ITC,Fall FAQ,2020-01-24
46,adam poirier,Astra Militarum,1,,1.0,1.0,Catachan,1,1.0,,,3,3,0,6,21.33,24.33,0.5,,,6.0,,,,,0.5,21.33,24.33,,0.5,,No,,LVO,ITC,Fall FAQ,2020-01-24
47,adam truax,Adepta Sororitas,1,1.0,,1.0,Order of the Valorous Heart,1,1.0,,Mono,4,2,0,6,16.0,15.166666666666666,0.6666666666666666,0.6666666666666666,6.0,,6.0,4.0,2.0,0.0,0.6666666666666666,16.0,15.166666666666666,0.6666666666666666,0.6666666666666666,16.0,No,,LVO,ITC,Fall FAQ,2020-01-24
48,adam truax,Adepta Sororitas,1,,1.0,,Order of the Bloody Rose,1,1.0,,,4,2,0,6,16.0,15.166666666666666,0.6666666666666666,,,6.0,,,,,,,,,0.6666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
49,aidan barkley,Chaos Daemons,1,,1.0,1.0,Slaanesh,1,1.0,,,4,0,2,6,29.666666666666668,22.833333333333332,0.8333333333333334,,,6.0,,,,,0.8333333333333334,29.666666666666668,22.833333333333332,,0.8333333333333334,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
50,aidan barkley,Chaos Space Marines,1,1.0,,1.0,Alpha Legion,1,1.0,Daemonkin Ritualists,,4,0,2,6,29.666666666666668,22.833333333333332,0.8333333333333334,,6.0,,,4.0,0.0,2.0,0.8333333333333334,29.666666666666668,22.833333333333332,0.8333333333333334,0.8333333333333334,29.666666666666668,Yes,,LVO,ITC,Fall FAQ,2020-01-24
51,aidan barkley,Chaos Space Marines,1,,1.0,,Emperor's Children,1,1.0,,,4,0,2,6,29.666666666666668,22.833333333333332,0.8333333333333334,,,6.0,,,,,,,,,0.8333333333333334,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
52,alan bajramovic,Adepta Sororitas,1,1.0,,1.0,Order of the Valorous Heart,1,1.0,,Mono,5,1,0,6,32.5,18.833333333333332,0.8333333333333334,0.8333333333333334,6.0,,6.0,5.0,1.0,0.0,0.8333333333333334,32.5,18.833333333333332,0.8333333333333334,0.8333333333333334,32.5,Yes,,LVO,ITC,Fall FAQ,2020-01-24
53,alan bajramovic,Adepta Sororitas,1,,1.0,,Order of the Bloody Rose,1,1.0,,,5,1,0,6,32.5,18.833333333333332,0.8333333333333334,,,6.0,,,,,,,,,0.8333333333333334,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
54,alan blakeborough,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,4,2,0,6,26.833333333333332,23.0,0.6666666666666666,0.6666666666666666,6.0,,6.0,4.0,2.0,0.0,0.6666666666666666,26.833333333333332,23.0,0.6666666666666666,0.6666666666666666,26.833333333333332,No,,LVO,ITC,Fall FAQ,2020-01-24
55,alan blakeborough,Iron Hands,1,,1.0,,Iron Hands,1,,,,4,2,0,6,26.833333333333332,23.0,0.6666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
56,alan bullard,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,1,2,0,3,15.0,29.666666666666668,0.3333333333333333,0.3333333333333333,3.0,,3.0,1.0,2.0,0.0,0.3333333333333333,15.0,29.666666666666668,0.3333333333333333,0.3333333333333333,15.0,No,,LVO,ITC,Fall FAQ,2020-01-24
57,alan bullard,Iron Hands,1,,1.0,,Iron Hands,1,,,,1,2,0,3,15.0,29.666666666666668,0.3333333333333333,,,3.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
58,alan bullard,Iron Hands,1,,1.0,,Iron Hands,1,,,,1,2,0,3,15.0,29.666666666666668,0.3333333333333333,,,3.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
59,alax henderson,White Scars,1,1.0,,1.0,White Scars,1,1.0,,Mono,2,4,0,6,25.333333333333332,28.333333333333332,0.3333333333333333,0.3333333333333333,6.0,,6.0,2.0,4.0,0.0,0.3333333333333333,25.333333333333332,28.333333333333332,0.3333333333333333,0.3333333333333333,25.333333333333332,No,,LVO,ITC,Fall FAQ,2020-01-24
60,alax henderson,White Scars,1,,1.0,,White Scars,1,,,,2,4,0,6,25.333333333333332,28.333333333333332,0.3333333333333333,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
61,alax henderson,White Scars,1,,1.0,,White Scars,1,,,,2,4,0,6,25.333333333333332,28.333333333333332,0.3333333333333333,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
62,albert gatton,Imperial Knights,1,1.0,,1.0,House Krast,1,1.0,,Mono,3,3,0,6,21.83,24.5,0.5,0.5,6.0,,6.0,3.0,3.0,0.0,0.5,21.83,24.5,0.5,0.5,21.83,No,,LVO,ITC,Fall FAQ,2020-01-24
63,alex gannaway,Deathwatch,1,1.0,,1.0,Deathwatch,1,1.0,,,2,4,0,6,20.5,25.67,0.3333333333333333,,6.0,,,2.0,4.0,0.0,0.3333333333333333,20.5,25.67,0.3333333333333333,0.3333333333333333,20.5,No,,LVO,ITC,Fall FAQ,2020-01-24
64,alex gannaway,Deathwatch,1,,1.0,,Deathwatch,1,,,,2,4,0,6,20.5,25.67,0.3333333333333333,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
65,alex gannaway,Imperial Knights,1,,1.0,1.0,House Krast,1,1.0,,,2,4,0,6,20.5,25.67,0.3333333333333333,,,6.0,,,,,0.3333333333333333,20.5,25.67,,0.3333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
66,alex harrison,Chaos Space Marines,1,1.0,,1.0,Alpha Legion,1,1.0,Daemonkin Ritualists,,5,1,0,6,27.333333333333332,20.666666666666668,0.8333333333333334,,6.0,,,5.0,1.0,0.0,0.8333333333333334,27.333333333333332,20.666666666666668,0.8333333333333334,0.8333333333333334,27.333333333333332,Yes,,LVO,ITC,Fall FAQ,2020-01-24
67,alex harrison,Chaos Space Marines,1,,1.0,,Word Bearers,1,1.0,,,5,1,0,6,27.333333333333332,20.666666666666668,0.8333333333333334,,,6.0,,,,,,,,,0.8333333333333334,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
68,alex harrison,Chaos Daemons,1,,1.0,1.0,Nurgle,1,1.0,,,5,1,0,6,27.333333333333332,20.666666666666668,0.8333333333333334,,,6.0,,,,,0.8333333333333334,27.333333333333332,20.666666666666668,,0.8333333333333334,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
69,Alexander Huckeba,Chaos Space Marines,1,1.0,,1.0,Mixed,1,1.0,,,4,2,0,6,27.833333333333332,18.666666666666668,0.6666666666666666,,6.0,,,4.0,2.0,0.0,0.6666666666666666,27.833333333333332,18.666666666666668,0.6666666666666666,0.6666666666666666,27.833333333333332,No,,LVO,ITC,Fall FAQ,2020-01-24
70,Alexander Huckeba,Chaos Space Marines,1,,1.0,,Iron Warriors,1,1.0,,,4,2,0,6,27.833333333333332,18.666666666666668,0.6666666666666666,,,6.0,,,,,,,,,0.6666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
71,Alexander Huckeba,Chaos Daemons,1,,1.0,1.0,Chaos Undivided,1,1.0,,,4,2,0,6,27.833333333333332,18.666666666666668,0.6666666666666666,,,6.0,,,,,0.6666666666666666,27.833333333333332,18.666666666666668,,0.6666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
72,Alex Ing,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,4,2,0,6,28.666666666666668,22.333333333333332,0.6666666666666666,0.6666666666666666,6.0,,6.0,4.0,2.0,0.0,0.6666666666666666,28.666666666666668,22.333333333333332,0.6666666666666666,0.6666666666666666,28.666666666666668,No,,LVO,ITC,Fall FAQ,2020-01-24
73,Alex Ing,Iron Hands,1,,1.0,,Iron Hands,1,,,,4,2,0,6,28.666666666666668,22.333333333333332,0.6666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
74,Alex Ing,Iron Hands,1,,1.0,,Iron Hands,1,,,,4,2,0,6,28.666666666666668,22.333333333333332,0.6666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
75,alex macdougall,Tyranids,1,1.0,,1.0,Kronos,1,1.0,,,4,2,0,6,31.83,24.33,0.6666666666666666,,6.0,,,4.0,2.0,0.0,0.6666666666666666,31.83,24.33,0.6666666666666666,0.6666666666666666,31.83,No,,LVO,ITC,Fall FAQ,2020-01-24
76,alex macdougall,Tyranids,1,,1.0,,Kraken,1,1.0,,,4,2,0,6,31.83,24.33,0.6666666666666666,,,6.0,,,,,,,,,0.6666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
77,alex macdougall,Genestealer Cults,1,,1.0,1.0,Mixed,1,1.0,,,4,2,0,6,31.83,24.33,0.6666666666666666,,,6.0,,,,,0.6666666666666666,31.83,24.33,,0.6666666666666666,,No,,LVO,ITC,Fall FAQ,2020-01-24
78,alex mathison,Chaos Space Marines,1,1.0,,1.0,Emperor's Children,1,1.0,,,2,4,0,6,24.333333333333332,25.166666666666668,0.3333333333333333,,6.0,,,2.0,4.0,0.0,0.3333333333333333,24.333333333333332,25.166666666666668,0.3333333333333333,0.3333333333333333,24.333333333333332,No,,LVO,ITC,Fall FAQ,2020-01-24
79,alex mathison,Death Guard,1,,1.0,1.0,Death Guard,1,1.0,,,2,4,0,6,24.333333333333332,25.166666666666668,0.3333333333333333,,,6.0,,,,,0.3333333333333333,24.333333333333332,25.166666666666668,,0.3333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
80,alex mathison,Thousand Sons,1,,1.0,1.0,Thousand Sons,1,1.0,,,2,4,0,6,24.333333333333332,25.166666666666668,0.3333333333333333,,,6.0,,,,,0.3333333333333333,24.333333333333332,25.166666666666668,,0.3333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
81,alex mcdonough,Imperial Knights,1,1.0,,1.0,House Hawkshroud,1,1.0,,Mono,1,5,0,6,18.5,27.5,0.16666666666666666,0.16666666666666666,6.0,,6.0,1.0,5.0,0.0,0.16666666666666666,18.5,27.5,0.16666666666666666,0.16666666666666666,18.5,No,,LVO,ITC,Fall FAQ,2020-01-24
82,alex mcdonough,Imperial Knights,1,,1.0,,House Hawkshroud,1,,,,1,5,0,6,18.5,27.5,0.16666666666666666,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
83,alex petford,Imperial Fists,1,1.0,,1.0,Imperial Fists,1,1.0,,Mono,6,1,0,7,29.666666666666668,18.166666666666668,0.8571428571428571,0.8571428571428571,7.0,,7.0,6.0,1.0,0.0,0.8571428571428571,29.666666666666668,18.166666666666668,0.8571428571428571,0.8571428571428571,29.666666666666668,Yes,,LVO,ITC,Fall FAQ,2020-01-24
84,alex petford,Imperial Fists,1,,1.0,,Imperial Fists,1,,,,6,1,0,7,29.666666666666668,18.166666666666668,0.8571428571428571,,,7.0,,,,,,,,,,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
85,alexander fennell,Raven Guard,1,1.0,,1.0,Raven Guard,1,1.0,,Mono,6,1,0,7,32.5,20.5,0.8571428571428571,0.8571428571428571,7.0,,7.0,6.0,1.0,0.0,0.8571428571428571,32.5,20.5,0.8571428571428571,0.8571428571428571,32.5,Yes,,LVO,ITC,Fall FAQ,2020-01-24
86,alexander fennell,Raven Guard,1,,1.0,,Raven Guard,1,,,,6,1,0,7,32.5,20.5,0.8571428571428571,,,7.0,,,,,,,,,,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
87,alexander limon,Adepta Sororitas,1,1.0,,1.0,Order of the Bloody Rose,1,1.0,,Mono,2,4,0,6,27.666666666666668,27.333333333333332,0.3333333333333333,0.3333333333333333,6.0,,6.0,2.0,4.0,0.0,0.3333333333333333,27.666666666666668,27.333333333333332,0.3333333333333333,0.3333333333333333,27.666666666666668,No,,LVO,ITC,Fall FAQ,2020-01-24
88,alexander limon,Adepta Sororitas,1,,1.0,,Order of the Valorous Heart,1,1.0,,,2,4,0,6,27.666666666666668,27.333333333333332,0.3333333333333333,,,6.0,,,,,,,,,0.3333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
89,allan hernandez,Thousand Sons,1,1.0,,1.0,Thousand Sons,1,1.0,,,3,3,0,6,22.666666666666668,22.0,0.5,,6.0,,,3.0,3.0,0.0,0.5,22.666666666666668,22.0,0.5,0.5,22.666666666666668,No,,LVO,ITC,Fall FAQ,2020-01-24
90,allan hernandez,Thousand Sons,1,,1.0,,Thousand Sons,1,,,,3,3,0,6,22.666666666666668,22.0,0.5,,,6.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
91,allan hernandez,Chaos Daemons,1,,1.0,1.0,Tzeentch,1,1.0,,,3,3,0,6,22.666666666666668,22.0,0.5,,,6.0,,,,,0.5,22.666666666666668,22.0,,0.5,,No,,LVO,ITC,Fall FAQ,2020-01-24
92,allan yepez,Renegade Knights,1,1.0,,1.0,Renegade Knights,1,1.0,,,2,4,0,6,24.166666666666668,21.166666666666668,0.3333333333333333,,6.0,,,2.0,4.0,0.0,0.3333333333333333,24.166666666666668,21.166666666666668,0.3333333333333333,0.3333333333333333,24.166666666666668,No,,LVO,ITC,Fall FAQ,2020-01-24
93,allan yepez,Chaos Daemons,1,,1.0,1.0,Chaos Undivided,1,1.0,,,2,4,0,6,24.166666666666668,21.166666666666668,0.3333333333333333,,,6.0,,,,,0.3333333333333333,24.166666666666668,21.166666666666668,,0.3333333333333333,,No,,LVO,ITC,Fall FAQ,2020-01-24
94,allen marshall,Ultramarines,1,1.0,,1.0,Ultramarines,1,1.0,,Mono,5,1,0,6,28.0,15.166666666666666,0.8333333333333334,0.8333333333333334,6.0,,6.0,5.0,1.0,0.0,0.8333333333333334,28.0,15.166666666666666,0.8333333333333334,0.8333333333333334,28.0,Yes,,LVO,ITC,Fall FAQ,2020-01-24
95,allen marshall,Ultramarines,1,,1.0,,Ultramarines,1,,,,5,1,0,6,28.0,15.166666666666666,0.8333333333333334,,,6.0,,,,,,,,,,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
96,allen marshall,Ultramarines,1,,1.0,,Ultramarines,1,,,,5,1,0,6,28.0,15.166666666666666,0.8333333333333334,,,6.0,,,,,,,,,,,Yes,,LVO,ITC,Fall FAQ,2020-01-24
97,amir golpoor,Iron Hands,1,1.0,,1.0,Iron Hands,1,1.0,,Mono,3,1,0,4,23.0,12.5,0.75,0.75,4.0,,4.0,3.0,1.0,0.0,0.75,23.0,12.5,0.75,0.75,23.0,No,,LVO,ITC,Fall FAQ,2020-01-24
98,andre feliz,Salamanders,1,1.0,,1.0,Salamanders,1,1.0,,Mono,3,2,0,5,19.0,20.4,0.6,0.6,5.0,,5.0,3.0,2.0,0.0,0.6,19.0,20.4,0.6,0.6,19.0,No,,LVO,ITC,Fall FAQ,2020-01-24
99,andre feliz,Salamanders,1,,1.0,,Salamanders,1,,,,3,2,0,5,19.0,20.4,0.6,,,5.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
100,andre feliz,Salamanders,1,,1.0,,Salamanders,1,,,,3,2,0,5,19.0,20.4,0.6,,,5.0,,,,,,,,,,,No,,LVO,ITC,Fall FAQ,2020-01-24
